ID,hoard_id,coin_group_id,start_year,end_year,revised_start,revised_end,ruler,dynasty,denomination,num_coins,mint,imported,created,updated
332,THS-332,THS-332-1,568,569,568,569,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
333,THS-333,THS-333-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
334,THS-334,THS-334-1,588,589,588,589,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
335,THS-335,THS-335-1,570,571,570,571,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
336,THS-336,THS-336-1,564,565,564,565,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
337,THS-337,THS-337-1,570,571,570,571,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
338,THS-338,THS-338-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
339,THS-339,THS-339-1,592,593,592,593,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
340,THS-340,THS-340-1,613,614,613,614,Heraklios,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
341,THS-341,THS-341-1,586,587,586,587,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
342,THS-342,THS-342-1,567,568,567,568,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
343,THS-343,THS-343-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
344,THS-344,THS-344-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
345,THS-345,THS-345-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
346,THS-346,THS-346-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
347,THS-347,THS-347-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
348,THS-348,THS-348-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,2,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
349,THS-349,THS-349-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
350,THS-350,THS-350-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
351,THS-351,THS-351-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,2,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
352,THS-352,THS-352-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
353,THS-353,THS-353-1,552,562,552,562,Justinian I,Eastern Roman Empire,16 nummi,2,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
354,THS-354,THS-354-1,552,562,552,562,Justinian I,Eastern Roman Empire,16 nummi,2,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
356,THS-356,THS-356-1,552,562,552,562,Justinian I,Eastern Roman Empire,16 nummi,2,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
358,THS-358,THS-358-1,527,562,527,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
359,THS-359,THS-359-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
360,THS-360,THS-360-1,575,576,575,576,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
361,THS-361,THS-361-1,518,527,518,527,Justin I,Eastern Roman Empire,40 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
362,THS-362,THS-362-1,585,586,585,586,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
363,THS-363,THS-363-1,602,602,602,602,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
364,THS-364,THS-364-1,582,602,582,602,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
365,THS-365,THS-365-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
366,THS-366,THS-366-1,572,573,572,573,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
367,THS-367,THS-367-1,587,588,587,588,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
368,THS-368,THS-368-1,564,565,564,565,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
369,THS-369,THS-369-1,573,574,573,574,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
370,THS-370,THS-370-1,588,589,588,589,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
371,THS-371,THS-371-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
372,THS-372,THS-372-1,567,568,567,568,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
373,THS-373,THS-373-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
374,THS-374,THS-374-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
375,THS-375,THS-375-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
376,THS-376,THS-376-1,614,615,614,615,Heraklios,Eastern Roman Empire,40 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
377,THS-377,THS-377-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
378,THS-378,THS-378-1,568,569,568,569,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
379,THS-379,THS-379-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
380,THS-380,THS-380-1,575,576,575,576,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
381,THS-381,THS-381-1,575,576,575,576,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
383,THS-383,THS-383-1,552,562,552,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
384,THS-384,THS-384-1,527,562,527,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
385,THS-385,THS-385-1,563,564,563,564,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
386,THS-386,THS-386-1,527,562,527,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
387,THS-387,THS-387-1,564,565,564,565,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
388,THS-388,THS-388-1,567,568,567,568,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
389,THS-389,THS-389-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
390,THS-390,THS-390-1,570,571,570,571,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
391,THS-391,THS-391-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
392,THS-392,THS-392-1,575,576,575,576,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
393,THS-393,THS-393-1,568,578,568,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
394,THS-394,THS-394-1,582,583,582,583,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
395,THS-395,THS-395-1,594,595,594,595,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
396,THS-396,THS-396-1,595,596,595,596,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
397,THS-397,THS-397-1,598,599,598,599,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
398,THS-398,THS-398-1,583,584,583,584,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
399,THS-399,THS-399-1,576,577,576,577,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
400,THS-400,THS-400-1,578,579,578,579,Tiberius II Constantine,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
401,THS-401,THS-401-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
402,THS-402,THS-402-1,518,527,518,527,Justin I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
403,THS-403,THS-403-1,552,562,552,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
404,THS-404,THS-404-1,602,603,602,603,Phokas,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
405,THS-405,THS-405-1,568,569,568,569,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
406,THS-406,THS-406-1,568,569,568,569,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
407,THS-407,THS-407-1,581,582,581,582,Tiberius II Constantine,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
408,THS-408,THS-408-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
409,THS-409,THS-409-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
410,THS-410,THS-410-1,610,611,610,611,Heraklios,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
411,THS-411,THS-411-1,591,592,591,592,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
412,THS-412,THS-412-1,567,568,567,568,Justin II,Eastern Roman Empire,10 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
413,THS-413,THS-413-1,584,585,584,585,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
414,THS-414,THS-414-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,2,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
415,THS-415,THS-415-1,566,567,566,567,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
416,THS-416,THS-416-1,568,569,568,569,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
417,THS-417,THS-417-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
418,THS-418,THS-418-1,573,574,573,574,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
419,THS-419,THS-419-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
420,THS-420,THS-420-1,575,576,575,576,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
421,THS-421,THS-421-1,576,577,576,577,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
422,THS-422,THS-422-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
423,THS-423,THS-423-1,578,579,578,579,Tiberius II Constantine,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
424,THS-424,THS-424-1,579,580,579,580,Tiberius II Constantine,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
425,THS-425,THS-425-1,583,584,583,584,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
426,THS-426,THS-426-1,585,586,585,586,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
427,THS-427,THS-427-1,588,589,588,589,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
428,THS-428,THS-428-1,568,569,568,569,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
429,THS-429,THS-429-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
430,THS-430,THS-430-1,599,600,599,600,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
431,THS-431,THS-431-1,527,552,527,552,Justinian I,Eastern Roman Empire,Mil.,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
432,THS-432,THS-432-1,616,617,616,617,Heraklios,Eastern Roman Empire,Sol.,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
433,THS-433,THS-433-1,586,587,586,587,Maurice,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
434,THS-434,THS-434-1,577,578,577,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
435,THS-435,THS-435-1,573,574,573,574,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
436,THS-436,THS-436-1,575,576,575,576,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
437,THS-437,THS-437-1,562,563,562,563,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
438,THS-438,THS-438-1,563,564,563,564,Justinian I,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
439,THS-439,THS-439-1,565,566,565,566,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
440,THS-440,THS-440-1,567,568,567,568,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
441,THS-441,THS-441-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
442,THS-442,THS-442-1,572,573,572,573,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
443,THS-443,THS-443-1,573,574,573,574,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
444,THS-444,THS-444-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
445,THS-445,THS-445-1,577,578,577,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
446,THS-446,THS-446-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,4,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
447,THS-447,THS-447-1,591,592,591,592,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
448,THS-448,THS-448-1,604,605,604,605,Phokas,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
449,THS-449,THS-449-1,586,587,586,587,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
450,THS-450,THS-450-1,587,588,587,588,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
451,THS-451,THS-451-1,565,602,565,602,Heraklios,Eastern Roman Empire,20 nummi,5,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
452,THS-452,THS-452-1,629,630,629,630,Heraklios,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
453,THS-453,THS-453-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
454,THS-454,THS-454-1,564,565,564,565,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
455,THS-455,THS-455-1,568,578,568,578,Justin II,Eastern Roman Empire,5 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
456,THS-456,THS-456-1,586,587,586,587,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
457,THS-457,THS-457-1,604,605,604,605,Phokas,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
458,THS-458,THS-458-1,574,578,574,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
459,THS-459,THS-459-1,571,572,571,572,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
460,THS-460,THS-460-1,563,564,563,564,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
461,THS-461,THS-461-1,575,576,575,576,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
462,THS-462,THS-462-1,568,569,568,569,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
463,THS-463,THS-463-1,518,527,518,527,Justin I,Eastern Roman Empire,2 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
464,THS-464,THS-464-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
465,THS-465,THS-465-1,578,582,578,582,Tiberius II Constantine,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
466,THS-466,THS-466-1,568,569,568,569,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
467,THS-467,THS-467-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
468,THS-468,THS-468-1,575,576,575,576,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
469,THS-469,THS-469-1,582,583,582,583,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:25:00.731836,2018-03-21 16:25:00.732437,2018-03-21 16:25:00.732859
